date,symbol,price,rsi,trend,allocation,score,recommendation
2026-06-29,AAPL,280.13,38.92,BULLISH,500.0,1,BULLISH
2026-06-29,TSLA,402.71,51.13,BEARISH,125.0,-1,BEARISH
2026-06-29,VOO,678.64,51.02,BULLISH,500.0,1,BULLISH
2026-06-30,AAPL,288.15,45.98,BULLISH,500.0,1,BULLISH
2026-06-30,TSLA,415.89,55.5,BEARISH,125.0,-1,BEARISH
2026-06-30,VOO,685.95,55.86,BULLISH,500.0,1,BULLISH
2026-07-01,AAPL,295.08,51.51,BULLISH,500.0,1,BULLISH
2026-07-01,TSLA,428.14,59.17,BEARISH,125.0,-1,BEARISH
2026-07-01,VOO,688.34,57.21,BULLISH,500.0,1,BULLISH
2026-07-02,AAPL,305.68,58.7,BULLISH,500.0,1,BULLISH
2026-07-02,TSLA,399.39,48.63,BEARISH,125.0,-1,BEARISH
2026-07-02,VOO,684.6,54.41,BULLISH,500.0,1,BULLISH
2026-07-03,AAPL,308.63,60.31,BULLISH,500.0,1,BULLISH
2026-07-03,TSLA,393.45,46.86,BEARISH,125.0,-1,BEARISH
2026-07-03,VOO,684.84,54.59,BULLISH,500.0,1,BULLISH
2026-07-04,AAPL,308.63,60.31,BULLISH,500.0,1,BULLISH
2026-07-04,TSLA,393.45,46.86,BEARISH,125.0,-1,BEARISH
2026-07-04,VOO,684.84,54.59,BULLISH,500.0,1,BULLISH
2026-07-05,AAPL,308.63,60.31,BULLISH,500.0,1,BULLISH
2026-07-05,TSLA,393.45,46.86,BEARISH,125.0,-1,BEARISH
2026-07-05,VOO,684.84,54.59,BULLISH,500.0,1,BULLISH
2026-07-06,AAPL,312.7,62.5,BULLISH,500.0,1,BULLISH
2026-07-06,TSLA,417.03,54.12,BEARISH,125.0,-1,BEARISH
2026-07-06,VOO,690.27,58.35,BULLISH,500.0,1,BULLISH
2026-07-07,AAPL,313.43,62.96,BULLISH,500.0,1,BULLISH
2026-07-07,TSLA,407.05,50.88,BEARISH,125.0,-1,BEARISH
2026-07-07,VOO,687.51,55.74,BULLISH,500.0,1,BULLISH
2026-07-08,AAPL,310.19,60.28,BEARISH,250.0,-1,BEARISH
2026-07-08,TSLA,392.75,46.86,BEARISH,250.0,-1,BEARISH
2026-07-08,VOO,680.35,49.68,BULLISH,1000.0,1,BULLISH
2026-07-09,AAPL,314.2,62.77,BULLISH,500.0,1,BULLISH
2026-07-09,TSLA,401.34,49.46,BEARISH,125.0,-1,BEARISH
2026-07-09,VOO,689.9,57.07,BULLISH,500.0,1,BULLISH
2026-07-10,AAPL,313.82,61.5,BULLISH,500.0,1,BULLISH
2026-07-10,TSLA,409.65,51.87,BEARISH,125.0,-1,BEARISH
2026-07-10,VOO,692.3,58.75,BULLISH,500.0,1,BULLISH
2026-07-11,AAPL,315.32,63.0,BULLISH,500.0,1,BULLISH
2026-07-11,TSLA,407.76,51.3,BEARISH,125.0,-1,BEARISH
2026-07-11,VOO,693.86,59.76,BULLISH,500.0,1,BULLISH
2026-07-12,AAPL,315.32,63.0,BULLISH,500.0,1,BULLISH
2026-07-12,TSLA,407.76,51.3,BEARISH,125.0,-1,BEARISH
2026-07-12,VOO,693.86,59.76,BULLISH,500.0,1,BULLISH
2026-07-13,AAPL,317.41,64.29,BULLISH,500.0,1,BULLISH
2026-07-13,TSLA,394.54,47.2,BEARISH,125.0,-1,BEARISH
2026-07-13,VOO,690.14,56.1,BULLISH,500.0,1,BULLISH
2026-07-14,AAPL,315.52,62.22,BULLISH,500.0,1,BULLISH
2026-07-14,TSLA,400.28,49.06,BEARISH,125.0,-1,BEARISH
2026-07-14,VOO,691.64,56.9,BULLISH,500.0,1,BULLISH
2026-07-15,AAPL,324.25,68.18,BULLISH,500.0,1,BULLISH
2026-07-15,TSLA,396.6,47.75,BEARISH,125.0,-1,BEARISH
2026-07-15,VOO,692.05,57.15,BULLISH,500.0,1,BULLISH
2026-07-16,AAPL,330.82,70.45,BULLISH,250.0,-1,BULLISH
2026-07-16,TSLA,393.58,46.75,BEARISH,250.0,-1,BEARISH
2026-07-16,VOO,693.17,57.8,BULLISH,1000.0,1,BULLISH
